Security Id,pdf1,pdf2,pdf3,pdf4
FORINTL,,,,
FOSECOIND,,,,
FFPL,,,,
4THGEN,,,,
FRANKLININD,,,,
FRANKLIN,,,,
FRASER,,,,
FREDUN,,,,
FRSHTRP,,,,
FRONTCAP,,,,
FRONTSP,,,,
FRONTCORP,,,,
FRUTION,,,,
NYKAA,,,,
FUNDVISER,,,,
FUSION,,,,
FCONSUMER,,,,
FEL,,,,
FELDVR,,,,
FLFL,,,,
FMNL,,,,
FRETAIL,,,,
FSC,,,,
FUTURSEC,,,,
FUTSOL,,,,
GGENG,,,,
GMPL,,,,
GNA,,,,
GRINFRA,,,,
GTEIT,,,,
GKP,,,,
GDTRAGN,,,,
GGAUTO,,,,
GGDANDE,,,,
GKCONS,,,,
GMBREW,,,,
GSAUTO,,,,
GABRIEL,,,,
GATECH,,,,
GATECHDVR,,,,
ZGAEKWAR,,,,
GAGAN,,,,
GAIL,,,,
GAJANANSEC,,,,
GGPL,,,,
GALACTICO,,,,
GALADAFIN,,,,
GALAGEX,,,,
GALXBRG,,,,
GCKL,,,,
GALAXYSURF,,,,
GALLANTT,,,,
GALLOPENT,,,,
GANDHITUBE,,,,
GANESHBE,,,,
GFIL,,,,
GANHOLD,,,,
GANESHHOUC,,,,
GANECOS,,,,
GANVERSE,,,,
GANGAPA,,,,
GANGAPHARM,,,,
GANGESSEC,,,,
GANGOTRI,,,,
GANONPRO,,,,
GARBIFIN,,,,
GRSE,,,,
GARGFUR,,,,
GARMNTMNTR,,,,
GARNET,,,,
GARNETINT,,,,
GARODCH,,,,
GRWRHITECH,,,,
GARWAMAR,,,,
GARWSYN,,,,
GARFIBRES,,,,
GATEWAY,,,,
GATI,,,,
GEL,,,,
GGL,,,,
GAYATRIBI,,,,
GAYAHWS,,,,
GAYAPROJ,,,,
GAYATRI,,,,
GCMCAPI,,,,
GCMCOMM,,,,
GCMSECU,,,,
GDLLEAS,,,,
GEPIL,,,,
GET&D,,,,
GEE,,,,
GEECEE,,,,
GEETANJ,,,,
GEMSPIN,,,,
GEMSI,,,,
GICRE,,,,
GENCON,,,,
GENESIS,,,,
GENESYS,,,,
GENNEX,,,,
GVBL,,,,
GENPHARMA,,,,
GENSOL,,,,
GENUSPAPER,,,,
GENUSPOWER,,,,
GENUSPRIME,,,,
GEOJITFSL,,,,
GETALONG,,,,
GFLLIMITED,,,,
GHCL,,,,
GHCLTEXTIL,,,,
GIANLIFE,,,,
GICHSGFIN,,,,
GILADAFINS,,,,
GILLANDERS,,,,
GILLETTE,,,,
GINISILK,,,,
GINNIFILA,,,,
GITARENEW,,,,
GKB,,,,
GLANCE,,,,
GLAND,,,,
GLAXO,,,,
GLS,,,,
GLENMARK,,,,
GLITTEKG,,,,
GLOBALCA,,,,
MEDANTA,,,,
GLHRL,,,,
GLOBOFFS,,,,
GSLSU,,,,
GLOBALVECT,,,,
GSTL,,,,
GLCL,,,,
GLOBUSCON,,,,
GLOBUSSPR,,,,
GLOSTERLTD,,,,
GMM,,,,
GMRINFRA,,,,
GMRP&UI,,,,
GOCOLORS,,,,
GOACARBON,,,,
GOBLIN,,,,
GOCLCORP,,,,
GODAVARI,,,,
GPIL,,,,
GODFRYPHLP,,,,
GODREJAGRO,,,,
GODREJCP,,,,
GODREJIND,,,,
GODREJPROP,,,,
GOEL,,,,
GBFL,,,,
GOENKA,,,,
GOGIACAP,,,,
GOKAKTEX,,,,
GOKEX,,,,
GOKULAGRO,,,,
GOKUL,,,,
GOLDCOINHF,,,,
GOLDLINE,,,,
ZGOLDINV,,,,
GOLCA,,,,
GOLDENCREST,,,,
GOLDENTOBC,,,,
GOLDIAM,,,,
GOLDTECH,,,,
GOLECHA,,,,
GOLKONDA,,,,
GOLKUNDIA,,,,
GOODLUCK,,,,
GOODRICKE,,,,
GOODYEAR,,,,
GOPAIST,,,,
GORANIN,,,,
GOTHIPL,,,,
GOWRALE,,,,
GOYALALUM,,,,
GOYALASS,,,,
GULFPETRO,,,,
GPTINFRA,,,,
GRANDFONRY,,,,
GRANULES,,,,
GRAPHITE,,,,
GRASIM,,,,
GRATEXI,,,,
GRAUWEIL,,,,
GRAVISSHO,,,,
GRAVITA,,,,
GRAVITY,,,,
GESHIP,,,,
GREAVESCOT,,,,
GREENCREST,,,,
GRNLAMIND,,,,
GREENPANEL,,,,
GREENPLY,,,,
GCSL,,,,
GRINDWELL,,,,
GRMOVER,,,,
GROVY,,,,
GROWINGTON,,,,
GRPLTD,,,,
GSBFIN,,,,
GSLSEC,,,,
GSS,,,,
GTLINFRA,,,,
GTL,,,,
GTNINDS,,,,
GTNTEX,,,,
GTPL,,,,
GTV,,,,
GUFICBIO,,,,
GUJALKALI,,,,
GAEL,,,,
GUJAPOLLO,,,,
GUJCONT,,,,
GUJCOTEX,,,,
GUJCRAFT,,,,
GUJCRED,,,,
FLUOROCHEM,,,,
GUJGAS,,,,
GUJHOTE,,,,
GUJHYSPIN,,,,
GIPCL,,,,
GUJINJEC,,,,
GUJINTRX,,,,
GUJINV,,,,
GLFL,,,,
GMETCOAL,,,,
GMDCLTD,,,,
GNFC,,,,
GNRL,,,,
GUJPETR,,,,
GPPL,,,,
GUJARATPOLY,,,,
GUJRAFIA,,,,
GSFC,,,,
GUJSTATFIN,,,,
GSPL,,,,
GUJTERC,,,,
GUJTHEM,,,,
GUJTLRM,,,,
GUJCMDS,,,,
GULFOILLUB,,,,
GULPOLY,,,,
GVFILM,,,,
GVKPIL,,,,
GYANDEV,,,,
HGINFRA,,,,
HPCOTTON,,,,
HOTLSILV,,,,
HALDER,,,,
HALDYNGL,,,,
HANMAN,,,,
HAPPSTMNDS,,,,
HARDCAS,,,,
HARDWYN,,,,
HARIGOV,,,,
HARIAAPL,,,,
HARIAEXPO,,,,
HARIOMPIPE,,,,
HARISH,,,,
HRYNSHP,,,,
HVL,,,,
HRMNYCP,,,,
HARRMALAYA,,,,
HARSHA,,,,
HARSHILAGR,,,,
HARYNACAP,,,,
HARLETH,,,,
HASJUICE,,,,
HASTIFIN,,,,
HATHWAYB,,,,
HATHWAY,,,,
HATSUN,,,,
HAVELLS,,,,
HAWAENG,,,,
HAWKINCOOK,,,,
HAZOOR,,,,
HBESD,,,,
HBLEAS,,,,
HBPOR,,,,
HBSTOCK,,,,
HBLPOWER,,,,
HCKKVENTURE,,,,
HCL-INSYS,,,,
HCLTECH,"['https://www.bseindia.com/xml-data/corpfiling/AttachHis/bc34d91a-ac99-4f6d-877e-b2a9d7e2ced9.pdf', 2024, 2]","['https://www.bseindia.com/xml-data/corpfiling/AttachHis/42571c99-4dd4-438b-a3a1-d5fc36058c35.pdf', 2024, 1]","['https://www.bseindia.com/xml-data/corpfiling/AttachHis/c037df4d-c831-49d4-a905-18ab176a1921.pdf', 2023, 4]","['https://www.bseindia.com/xml-data/corpfiling/AttachHis/5f0287de-49c5-4052-b840-6ecef4dfd633.pdf', 2023, 3]"
HPBL,,,,
HDFCAMC,,,,
HDFCBANK,,,,
HDFCLIFE,,,,
HDFCNEXT50,,,,
HDFCNIF100,,,,
HDFCNIFTY,,,,
HDFCNIFBAN,,,,
HDFCGROWTH,,,,
HDFCNIFIT,,,,
HDFCMID150,,,,
HDFCPVTBAN,,,,
HDFCSML250,,,,
HDFCLOWVOL,,,,
HDFCQUAL,,,,
HDFCMOMENT,,,,
HDFCVALUE,,,,
HDFCBSE500,,,,
HDFCSENSEX,,,,
HEADSUP,,,,
HCG,,,,
HEALINV,,,,
HEALTHYLIFE,,,,
HEERAISP,,,,
HEG,,,,
HEIDELBERG,,,,
HELPAGE,,,,
ZHEMHOLD,,,,
HEMACEM,,,,
HEMANG,,,,
HSIL,,,,
HEMIPROP,,,,
HEMORGANIC,,,,
HERANBA,,,,
HERCULES,,,,
HERITGFOOD,,,,
HEROMOTOCO,,,,
HESTERBIO,,,,
HEUBACHIND,,,,
HEXATRADEX,,,,
HFCL,,,,
HGIND,,,,
HIKLASS,,,,
HITECH,,,,
HITECHWIND,,,,
HIGHENE,,,,
HIGHSTREE,,,,
HIKAL,,,,
HIL,,,,
HILIKS,,,,
HILTON,,,,
HIMTEK,,,,
HIMFIBP,,,,
HSCL,,,,
HFIL,,,,
HIMATSEIDE,,,,
HINDALUMI,,,,
HCLTD,,,,
HIRECT,,,,
HINDALCO,,,,
HINDMILL,,,,
HPIL,,,,
HGS,,,,
HINDADH,,,,
HAL,,,,
HINDUST,,,,
HINDAPL,,,,
HINDBIO,,,,
HINDCOMPOS,,,,
HCC,,,,
HINDCOPPER,,,,
HINFLUR,,,,
HNDFDS,,,,
HINDHARD,,,,
ZHINDHSG,,,,
HMVL,,,,
HINDMOTORS,,,,
HINDOILEXP,,,,
HOCL,,,,
HINDPETRO,,,,
HINDTIN,,,,
HINDUNILVR,,,,
HINDZINC,,,,
HINDNATGLS,,,,
ZHINUDYP,,,,
HUIL,,,,
HINDWAREAP,,,,
HIPOLIN,,,,
HIRAUTO,,,,
HISARMET,,,,
HISARSP,,,,
HITKITGLO,,,,
POWERINDIA,,,,
HITECHCORP,,,,
HITTCO,,,,
HLEGLAS,,,,
HLVLTD,,,,
HMAAGRO,,,,
HMT,,,,
HOMEFIRST,,,,
HONASA,,,,
HONDAPOWER,,,,
HONAUT,,,,
HUDCO,,,,
HDIL,,,,
HOVS,,,,
HOWARHO,,,,
HPAL,,,,
HPCBL,,,,
HPL,,,,
HRBFLOR,,,,
HTMEDIA,,,,
HUBTOWN,,,,
HUHTAMAKI,,,,
HBEL,,,,
HYBRIDFIN,,,,
HYPERSOFT,,,,
IGPL,,,,
IPOWER,,,,
IBINFO,,,,
ICDSLTD,,,,
ICICIBANK,,,,
ICICIGI,,,,
ICICIPRULI,,,,
ICICIMOM30,,,,
ICICINF100,,,,
ICICILOVOL,,,,
ICICIQTY30,,,,
ICICINIFTY,,,,
ICICIALPLV,,,,
ICICIAUTO,,,,
ICICIBANKN,,,,
ICICICOMMO,,,,
ICICIFIN,,,,
ICICIFMCG,,,,
ICICIPHARM,,,,
ICICICONSU,,,,
ICICIINFRA,,,,
ICICITECH,,,,
ICICIM150,,,,
ICICINXT50,,,,
ICICIBANKP,,,,
PSUBANKICI,,,,
ICICINV20,,,,
ICICI500,,,,
ICICIMCAP,,,,
ICICISENSX,,,,
ISEC,,,,
ICLORGANIC,,,,
ICRA,,,,
IDINFO,,,,
IDBI,,,,
IDEAFORGE,,,,
IDFCFIRSTB,,,,
IDFC,,,,
IDFSENSEXE,,,,
INDXTRA,,,,
IFBAGRO,,,,
IFBIND,,,,
IFCI,,,,
IFGLEXPOR,,,,
IFL,,,,
IGARASHI,,,,
IGCIL,,,,
IIFL,,,,
IIFLSEC,,,,
IITLPROJ,,,,
IKIO,,,,
IL&FSENGG,,,,
IVC,,,,
IL&FSTRANS,,,,
IMCAP,,,,
IMAGICAA,,,,
INDLMETER,,,,
IMPEXFERRO,,,,
INANI,,,,
INANISEC,,,,
INCAP,,,,
INCON,,,,
INCREDIBLE,,,,
INDBNK,,,,
INDRENEW,,,,
INDAGIV,,,,
INDSWFTLAB,,,,
INDSWFTLTD,,,,
INDAG,,,,
INDBANK,,,,
INDERGR,,,,
INDCEMCAP,,,,
INDIACEM,,,,
IFINSEC,,,,
INDGELA,,,,
INDIAGLYCO,,,,
INDIAHOME,,,,
INDLEASE,,,,
IMPAL,,,,
INDNIPPON,,,,
IPL,,,,
INRADIA,,,,
ISWL,,,,
ITDC,,,,
IEL,,,,
IBULHSGFIN,,,,
IBREALEST,,,,
INDIAMART,,,,
INDIANACRY,,,,
INDIANB,,,,
IBRIGST,,,,
INDIANCARD,,,,
IEX,,,,
INDHOTEL,,,,
INDIANHUME,,,,
INDINFO,,,,
INLCM,,,,
IMFA,,,,
IOC,,,,
IOB,,,,
IRCTC,,,,
IRFC,,,,
INDSUCR,,,,
INDTERRAIN,,,,
INDTONER,,,,
INDIANVSH,,,,
INDIGOPNTS,,,,
INDICAP,,,,
INDOAMIN,,,,
INDOASIAF,,,,
INDOBORAX,,,,
ICL,,,,
ICIL,,,,
INDOCRED,,,,
INDOEURO,,,,
IGLFXPL-B,,,,
INDORAMA,,,,
INDOTECH,,,,
INDOTHAI,,,,
INDOUS,,,,
INDOCITY,,,,
NIPPOBATRY,,,,
INDOCO,,,,
INDOKEM,,,,
INDONG,,,,
INDOSTAR,,,,
INDOWIND,,,,
INDRAIND,,,,
IGL,,,,
INDRAMEDCO,,,,
INDRANIB,,,,
INDSILHYD,,,,
INDSOYA,,,,
INDCTST,,,,
INDUSFINL,,,,
INDUSTOWER,,,,
INDUSINDBK,,,,
INDPRUD,,,,
IITL,,,,
INERTIAST,,,,
INFIBEAM,,,,
INFLAME,,,,
NAUKRI,,,,
INFOBEAN,,,,
INFOMEDIA,,,,
INFORTEC,,,,
INFY,,,,
INFRONICS,,,,
INGERRAND,,,,
INLANPR,,,,
INNOCORP,,,,
INNOKAIZ,,,,
INOVSYNTH,,,,
INNOVATIVE,,,,
INNOVTEC,,,,
INNOVATORS,,,,
INNOVATUS,,,,
INOXGREEN,,,,
IWEL,,,,
INOXWIND,,,,
INSECTICID,,,,
INA,,,,
INSPIRISYS,,,,
INTECCAP,,,,
INTCAPL,,,,
INTEGRAEN,,,,
ESSENTIA,,,,
INTEGSW,,,,
INTELSOFT,,,,
ICSL,,,,
IIL,,,,
INTEGFD,,,,
INTELLECT,,,,
INTELLCAP,,,,
INTENTECH,,,,
INTRGLB,,,,
INTSTOIL,,,,
IFINSER,,,,
INDIGO,,,,
INTLCOMBQ,,,,
INTLCONV,,,,
IDM,,,,
ITHL,,,,
INTERDIGI,,,,
ISFT,,,,
INVENTURE,,,,
INVPRECQ,,,,
INVIGO,,,,
IOLCP,,,,
IONEXCHANG,,,,
IPRINGLTD,,,,
IPCALAB,,,,
IRB,,,,
IRCON,,,,
IRIS,,,,
IRMENERGY,,,,
IRONWOOD,,,,
ISFL,,,,
ISGEC,,,,
IISL,,,,
ISHANCH,,,,
ISHITADR,,,,
ISHWATR,,,,
ISLCONSUL,,,,
ISMTLTD,,,,
ISTLTD,,,,
ISTRNETWK,,,,
ITC,,,,
ITCONS,,,,
ITDCEM,,,,
ITI,,,,
ITL,,,,
IVP,,,,
IYKOTHITE,,,,
IZMO,,,,
JTAPARIA,,,,
JAFINANCE,,,,
JBCHEPHARM,,,,
JJFINCOR,,,,
JKCEMENT,,,,
JKIL,,,,
JACKSON,,,,
JAGANLAM,,,,
JAGAJITIND,,,,
JAGJANANI,,,,
JAGRAN,,,,
JAGSONFI,,,,
JAGSNPHARM,,,,
JAIBALAJI,,,,
JAICORPLTD,,,,
JAIMATAG,,,,
JAIHINDS,,,,
JISLJALEQS,,,,
JISLDVREQS,,,,
JAINMARMO,,,,
JAINCO,,,,
JAINEX,,,,
JAIPAN,,,,
JPASSOCIAT,,,,
JPPOWER,,,,
JDL,,,,
JAMESWARREN,,,,
J&KBANK,,,,
JAMNAAUTO,,,,
JAMSHRI,,,,
JANUSCORP,,,,
JATTAINDUS,,,,
JAUSPOL,,,,
JAYBARMARU,,,,
JAYSHREETEA,,,,
JAYUSH,,,,
JAYBHCR,,,,
JAYAGROGN,,,,
JAYANT,,,,
JAYNECOIND,,,,
JAYATMA,,,,
JAYIND,,,,
JAYTEX,,,,
JAYKAY,,,,
JAYCH,,,,
JAYSYN,,,,
JBMA,,,,
JCTLTD,,,,
JDORGOCHEM,,,,
JSTL,,,,
JENBURPH,,,,
JETAIRWAYS,,,,
JETFREIGHT,,,,
JETINFRA,,,,
JETKINGQ,,,,
JETMALL,,,,
JFL,,,,
JHACC,,,,
JHS,,,,
JIGAR,,,,
JINDCAP,,,,
JINDRILL,,,,
JINDHOT,,,,
JLL,,,,
JINDALPHOT,,,,
JINDALPOLY,,,,
JPOLYINVST,,,,
JINDALSAW,,,,
JSL,,,,
JINDALSTEL,,,,
JINDWORLD,,,,
JIOFIN,,,,
JITFINFRA,,,,
JK AGRI,,,,
JKLAKSHMI,,,,
JKPAPER,,,,
JKTYRE,,,,
JSHL,,,,
JMFINANCIL,,,,
JMDVL,,,,
JMGCORP,,,,
JMJFIN,,,,
COCKERILL,,,,
JCHAC,,,,
JOHNPHARMA,,,,
JOINDRE,,,,
JOINTECAED,,,,
JONJUA,,,,
JOSTS,,,,
JOYREALTY,,,,
JPTSEC,,,,
JSLINDL,,,,
JSWENERGY,,,,
JSWHL,,,,
JSWINFRA,,,,
JSWSTEEL,,,,
JTEKTINDIA,,,,
JTLIND,,,,
JUBLFOOD,,,,
JUBLINDS,,,,
JUBLINGREA,,,,
JUBLPHARMA,,,,
JULIEN,,,,
JUMBO,,,,
JUMBFNL,,,,
JPTRLES,,,,
JUPITERIN,,,,
JLHL,,,,
JWL,,,,
JUSTDIAL,,,,
JRELTD,,,,
JYOTIN,,,,
JYOTHYLAB,,,,
JYOTI,,,,
JYOTIRES,,,,
JYOTISTRUC,,,,
KKFIN,,,,
KLIFESTYL,,,,
KCP,,,,
KMSUGAR,,,,
KPEL,,,,
KPRMILL,,,,
KZLFIN,,,,
KRRAIL,,,,
KAARYAFSL,,,,
KCL,,,,
KABRADG,,,,
KABRAEXTRU,,,,
KABSON,,,,
KACHCHH,,,,
KAHAN,,,,
KAIRA,,,,
KACL,,,,
KAIZENAGRO,,,,
KAJALSY,,,,
KAJARIACER,,,,
KAKA,,,,
KAKATCEM,,,,
KAKTEX,,,,
KALLAM,,,,
KPIL,,,,
KALYANCAP,,,,
KALYANKJIL,,,,
KALYANIFRG,,,,
KICL,,,,
KSL,,,,
KAMAHOLD,,,,
KAMADGIRI,,,,
KAMANWALA,,,,
KAMATHOTEL,,,,
KAMDHENU,,,,
KAMOPAINTS,,,,
KANANIIND,,,,
KANCHI,,,,
KANCOTEA,,,,
KANDAGIRI,,,,
KANELIND,,,,
KANSHST,,,,
KANORICHEM,,,,
KEIL,,,,
KANPRPLA,,,,
KANSAINER,,,,
KANUNGO,,,,
KAPILCO,,,,
KAPILRAJ,,,,
KARANWO,,,,
KARMAENG,,,,
KTKBANK,,,,
KARNAVATI,,,,
KCSL,,,,
KARTKIN,,,,
KARURVYSYA,,,,
KASHYAP,,,,
KATRSPG,,,,
KAUSHALYA,,,,
KSCL,,,,
KAVVERITEL,,,,
KAYPOWR,,,,
KAYA,,,,
KAYCEEI,,,,
KAYNES,,,,
KBCGLOBAL,,,,
KBSINDIA,,,,
KCDGROUP,,,,
KCLINFRA,,,,
KCPSUGIND,,,,
KDLL,,,,
KDDL,,,,
KEC,,,,
KEDIACN,,,,
KEERTHI,,,,
KEI,,,,
KELLTONTEC,,,,
KELENRG,,,,
KEMISTAR,,,,
KEMP,,,,
KENFIN,,,,
KENNAMET,,,,
KENVI,,,,
KERALAYUR,,,,
KERNEX,,,,
KESARENT,,,,
KESAR,,,,
KESARPE,,,,
KTIL,,,,
KESORAMIND,,,,
KKCL,,,,
KEYCORP,,,,
KEYFINSER,,,,
RUSTOMJEE,,,,
KFINTECH,,,,
KGDENIM,,,,
KGPETRO,,,,
KHADIM,,,,
KHAITANLTD,,,,
KHAICHEM,,,,
ZKHANDEN,,,,
KHANDSE,,,,
KHAZANCHI,,,,
KDML,,,,
KHODAY,,,,
KHOOBSURAT,,,,
KHYATI,,,,
KAJARIR,,,,
KIDUJA,,,,
KIFS,,,,
KLBRENG-B,,,,
KILITCH,,,,
KILPEST,,,,
KIMIABL,,,,
KINETICENG,,,,
KINETRU,,,,
KINGFA,,,,
KINGSINFR,,,,
KIOCL,,,,
KIRANPR,,,,
KIRANSY-B,,,,
KIRANVYPAR,,,,
KIRIINDUS,,,,
KIRLOSBROS,,,,
KECL,,,,
KIRLFER,,,,
KIRLOSIND,,,,
KIRLOSENG,,,,
KIRLPNU,,,,
KISAN,,,,
KITEX,,,,
KJMCCORP,,,,
KJMCFIN,,,,
KKSHL,,,,
KKALPANAIND,,,,
KKPLASTICK,,,,
KDL,,,,
KLGCAP,,,,
KMCSHIL,,,,
KMFBLDR,,,,
KMGMILK,,,,
KMSMEDI,,,,
KMEW,,,,
KNRCON,,,,
KOBO,,,,
KOHINOOR,,,,
KOKUYOCMLN,,,,
KOLTEPATIL,,,,
KOCL,,,,
KONARKSY,,,,
KONNDOR,,,,
KOPRAN,,,,
KORE,,,,
KTINDF4DD,,,,
KTINDF4RD,,,,
KTINDF4RG,,,,
KTINDF4DG,,,,
KOTAKBANK,,,,
KOTAKNIFTY,,,,
KOTAKBKETF,,,,
KOTAKPSUBK,,,,
KTKSENSEX,,,,
KFBL,,,,
KOTHARIPRO,,,,
KEL,,,,
KOVAI,,,,
ZKOVALIN,,,,
KLRFM,,,,
KPIGREEN,,,,
KPITTECH,,,,
KPT,,,,
KRANTI,,,,
KRATOSENER,,,,
KRBL,,,,
KREBSBIO,,,,
KREONFIN,,,,
KRETTOSYS,,,,
KRIINFRA,,,,
KVFORGE,,,,
KRISHNACAP,,,,
KRIFILIND,,,,
KIMS,,,,
KRISHNA,,,,
KRITIIND,,,,
KRITINUT,,,,
KRSNAA,,,,
KRYPTONQ,,,,
KSB,,,,
KSE,,,,
KSOLVES,,,,
KUANTUM,,,,
KUBERJI,,,,
KUMPFIN,,,,
KUNSTOFF,,,,
KUSUMEL,,,,
KUSHIND,,,,
KUWERIN,,,,
KPL,,,,
LGBBROSLTD,,,,
L&TFH,,,,
LTTS,,,,
LAOPALA,,,,
LATIMMETAL,,,,
LABELKRAFT,,,,
LACTOSE,,,,
LAHL,,,,
LADDERUP,,,,
LAFFANSQ,,,,
LAHOTIOV,,,,
LAKHOTIA,,,,
LXMIATO,,,,
LAKSELEC,,,,
LAXMIMACH,,,,
LAKSHMIMIL,,,,
LAKPRE,,,,
LAMBODHARA,,,,
LANCER,,,,
LANCORHOL,,,,
LANDMARC,,,,
LANDMARK,,,,
LPDC,,,,
LT,,,,
LASA,,,,
LADIAMO,,,,
LASTMILE,,,,
LATENTVIEW,,,,
LAURUSLABS,,,,
LXCHEM,,,,
LAXMIPATI,,,,
LCCINFOTEC,,,,
LELAVOIR,,,,
LEADFIN,,,,
LLFICL,,,,
LEENEE,,,,
LEHAR,,,,
LEMONTREE,,,,
LERTHAI,,,,
LESHAIND,,,,
LEX,,,,
LGBFORGE,,,,
LIBERTSHOE,,,,
LIBORDFIN,,,,
LIBORD,,,,
LICHSGFIN,,,,
LICNFNHGP,,,,
LICNETFN50,,,,
LICNETFSEN,,,,
LICI,,,,
LIKHAMI,,,,
LIKHITHA,,,,
LIMECHM,,,,
LINAKS,,,,
LINC,,,,
LINCOPH,,,,
LINDEINDIA,,,,
LINKPH,,,,
LIPPISYS,,,,
LKPFIN,,,,
LKPSEC,,,,
LLOYDSENGG,,,,
LLOYDSENT,,,,
LLOYDSME,,,,
LOKESHMACH,,,,
LONTE,,,,
LOOKS,,,,
LORDSCHLO,,,,
LORDSHOTL,,,,
LAL,,,,
LOTUSCHO,,,,
LEHIL,,,,
LOVABLE,,,,
LOYAL,,,,
LOYALTEX,,,,
LTFOODS,,,,
LTIM,"['https://www.bseindia.com/xml-data/corpfiling/AttachHis/05c977ac-349f-4d9f-bc92-699d657d12ec.pdf', 2024, 2]","['https://www.bseindia.com/xml-data/corpfiling/AttachHis/1075737f-49c4-4a09-b844-a8617258a991.pdf', 2024, 1]","['https://www.bseindia.com/xml-data/corpfiling/AttachHis/1206435e-93f8-48f0-a37e-8eaac76cdb75.pdf', 2023, 4]","['https://www.bseindia.com/xml-data/corpfiling/AttachHis/f8e91b93-b01d-4813-80de-c149f1411618.pdf', 2023, 3]"
LUCENT,,,,
LUDLOWJUT,,,,
LUHARUKA,,,,
LUMAXTECH,,,,
LUMAXIND,,,,
LUPIN,,,,
LUXIND,,,,
LWSKNIT,,,,
LYKALABS,,,,
LYKISLTD,,,,
LYNMC,,,,
LYPSAGEMS,,,,
MLINDLTD,,,,
MKPL,,,,
MKEXIM,,,,
MMFL,,,,
MPAGI,,,,
MAAGHADV,,,,
MAANALU,,,,
MCCHRLS-B,,,,
MACH,,,,
ROBU,,,,
MACIND,,,,
MACPLASQ,,,,
MACINTR,,,,
LODHA,,,,
MADHAVIPL,,,,
MADHAV,,,,
MADHUCON,,,,
MADHURIND,,,,
MADHUDIN,,,,
MADHUSE,,,,
MADHUVEER,,,,
MADRASFERT,,,,
METSL,,,,
MAFATIND,,,,
MAFIA,,,,
MAGADHSUGAR,,,,
MCLOUD,,,,
MAGNAELQ,,,,
MAGANTR,,,,
MAGNUM,,,,
MAHAPEXLTD,,,,
MAHAANF,,,,
MHLXMIRU,,,,
MAHALXSE,,,,
MAHASTEEL,,,,
MAHANIN,,,,
MGL,,,,
MTNL,,,,
MAHACORP,,,,
MAHSCOOTER,,,,
MAHSEAMLES,,,,
MHSGRMS,,,,
MINFY,,,,
MAHESH,,,,
M&MFIN,,,,
M&M,,,,
MAHEPC,,,,
MHRIL,,,,
MAHLIFE,,,,
MAHLOG,,,,
MAIDEN,,,,
MAITHANALL,,,,
MAITRI,,,,
MAJESAUT,,,,
MAKERSL,,,,
MALLCOM,,,,
MALUPAPER,,,,
MANINDS,,,,
MANINFRA,,,,
MNKALCOLTD,,,,
MNKCMILTD,,,,
MANAKSIA,,,,
MANAKSTELTD,,,,
MANALIPETC,,,,
MANAPPURAM,,,,
MANAS,,,,
MANCREDIT,,,,
MANGLMCEM,,,,
MANGALAM,,,,
MANGIND,,,,
MANORG,,,,
MSL,,,,
MANGCHEFER,,,,
MRPL,,,,
MNPLFIN,,,,
MANJEERA,,,,
MANKIND,,,,
MVGJL,,,,
MANOMAY,,,,
MANORAMA,,,,
MANRAJH,,,,
MANSIFIN,,,,
ZMANSOON,,,,
MANUGRAPH,,,,
MARALOVER,,,,
MARATHON,,,,
MARBLE,,,,
MTPL,,,,
MARGOFIN,,,,
MARICO,,,,
MARIS,,,,
MKTCREAT,,,,
MARKOLINES,,,,
MARKSANS,,,,
MARSONS,,,,
MARBU,,,,
MAINFRA,,,,
SPITZE,,,,
MARUTISE,,,,
MARUTI,,,,
MASFIN,,,,
MASTEK,,,,
MASCH,,,,
MASTERTR,,,,
MPFSL,,,,
MATHEWE,,,,
MATRIMONY,,,,
MUL,,,,
MAWANASUG,,,,
MASL,,,,
MAXESTATES,,,,
MFSL,,,,
MAXHEALTH,,,,
MAXINDIA,,,,
MAXHEIGHTS,,,,
MAXIMUS,,,,
MAYUKH,,,,
MAYURFL,,,,
MAYUR,,,,
MAYURUNIQ,,,,
MAZDOCK,,,,
MAZDALTD,,,,
MBLINFRA,,,,
MCLEODRUSS,,,,
MBECL,,,,
MEDICAPQ,,,,
MMWL,,,,
MEDIAONE,,,,
MEDICAMEQ,,,,
MIL,,,,
MEDICO,,,,
MEDINOV,,,,
MEDPLUS,,,,
MEERA,,,,
MEFCOMCAP,,,,
MEGACOR,,,,
MEGFI,,,,
MNIL,,,,
MEGASOFT,,,,
MEGASTAR,,,,
MOL,,,,
MEGRISOFT,,,,
MEHAI,,,,
MEHTAHG,,,,
MEHIF,,,,
MEHSECU,,,,
MELSTAR,,,,
MENAMANI,,,,
MENONBE,,,,
MENNPIS,,,,
MEP,,,,
MERCANTILE,,,,
MERCURYEV,,,,
MERCURYLAB,,,,
MERCTRD,,,,
MESON,,,,
METALCO,,,,
METALFORGE,,,,
METROBRAND,,,,
METROGLOBL,,,,
METROPOLIS,,,,
MAL,,,,
MFLINDIA,,,,
MFSINTRCRP,,,,
MIC,,,,
MICROSE,,,,
MIDEASTP,,,,
MIDINDIA,,,,
MIDWEST,,,,
MIHIKA,,,,
MILEFUR,,,,
MILESTONE,,,,
ZMILGFIN,,,,
MLKFOOD,,,,
MILLENNIUM,,,,
MINALIND,,,,
MINAXI,,,,
MINDACORP,,,,
MINDTECK,,,,
MINID,,,,
MINOLTAF,,,,
